ENSG00000153814,93
ENSG00000099814,68
ENSG00000113328,31
ENSG00000149948,19
ENSG00000006555,17
ENSG00000144560,16
ENSG00000140391,15
ENSG00000105810,15
ENSG00000163682,14
ENSG00000184486,12
ENSG00000184110,12
ENSG00000134419,11
ENSG00000131732,10
ENSG00000101752,9
ENSG00000101557,9
ENSG00000157954,8
ENSG00000102870,8
ENSG00000107719,7
ENSG00000025800,6
ENSG00000129422,6
ENSG00000158864,6
ENSG00000062485,6
ENSG00000076108,6
ENSG00000186818,5
ENSG00000122482,5
ENSG00000146278,5
ENSG00000144580,5
ENSG00000116675,5
ENSG00000186300,5
ENSG00000083844,4
ENSG00000179271,4
ENSG00000106462,4
ENSG00000186063,4
ENSG00000123066,4
ENSG00000221914,4
ENSG00000196352,4
ENSG00000088205,4
ENSG00000189060,4
ENSG00000060982,4
ENSG00000134762,3
ENSG00000111481,3
ENSG00000182899,3
ENSG00000095015,3
ENSG00000124532,3
ENSG00000104765,3
ENSG00000198373,3
ENSG00000180694,3
ENSG00000046653,3
ENSG00000103855,3
ENSG00000146834,3
ENSG00000080546,2
ENSG00000217128,2
ENSG00000254004,2
ENSG00000206562,2
ENSG00000034063,2
ENSG00000101266,2
ENSG00000115306,2
ENSG00000137819,2
ENSG00000101224,2
ENSG00000239900,2
ENSG00000025156,2
ENSG00000160058,2
ENSG00000197782,2
ENSG00000117640,2
ENSG00000119397,2
ENSG00000187325,2
ENSG00000004534,2
ENSG00000165410,2
ENSG00000180357,2
ENSG00000135503,2
ENSG00000166197,2
ENSG00000203814,2
ENSG00000137547,2
ENSG00000178057,2
ENSG00000134762,1
ENSG00000198535,1
ENSG00000164603,1
ENSG00000137309,1
ENSG00000171246,1
ENSG00000112531,1
ENSG00000174606,1
ENSG00000129515,1
ENSG00000152904,1
ENSG00000103202,1
ENSG00000142655,1
ENSG00000163214,1
ENSG00000185386,1
ENSG00000025156,1
ENSG00000162129,1
ENSG00000179361,1
ENSG00000153048,1
ENSG00000153048,1
ENSG00000110700,1
ENSG00000179134,1
ENSG00000152022,1
ENSG00000113407,1
ENSG00000135597,1
ENSG00000123352,1
ENSG00000173598,1
ENSG00000143569,1
ENSG00000160293,1
ENSG00000145349,1
ENSG00000131480,1
ENSG00000124614,1
ENSG00000160991,1
ENSG00000150776,1
ENSG00000127359,1
ENSG00000174444,1
ENSG00000077809,1
ENSG00000183354,1
ENSG00000128928,1
ENSG00000177917,1
ENSG00000156482,1
ENSG00000130766,1
ENSG00000213516,1
ENSG00000006576,1
ENSG00000198815,1
ENSG00000188987,1
ENSG00000135821,1
ENSG00000132256,1
ENSG00000102531,1
ENSG00000171848,1
ENSG00000163104,1
ENSG00000097046,1
ENSG00000130768,1
ENSG00000184678,1
ENSG00000158545,1
ENSG00000147416,1
ENSG00000007001,1
ENSG00000176142,1
ENSG00000154124,1
